project,state,web_links
papyrus/org.eclipse.papyrus.incubation,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus.incubation
basyx/basyx,ACTIVE,plugins/gitiles/basyx/basyx
permissions/m2e-wtp-dev,ACTIVE,plugins/gitiles/permissions/m2e-wtp-dev
www.eclipse.org/libra,ACTIVE,plugins/gitiles/www.eclipse.org/libra
permissions/jaxb-impl-dev,ACTIVE,plugins/gitiles/permissions/jaxb-impl-dev
www.eclipse.org/che,ACTIVE,plugins/gitiles/www.eclipse.org/che
www.eclipse.org/flags,ACTIVE,plugins/gitiles/www.eclipse.org/flags
www.eclipse.org/iofog,ACTIVE,plugins/gitiles/www.eclipse.org/iofog
epp/org.eclipse.epp.old,ACTIVE,plugins/gitiles/epp/org.eclipse.epp.old
www.eclipse.org/corporate_sponsors,ACTIVE,plugins/gitiles/www.eclipse.org/corporate_sponsors
www.eclipse.org/sensinact,ACTIVE,plugins/gitiles/www.eclipse.org/sensinact
eclipsescada/org.eclipse.scada.chart,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.chart
titan/titan.ProtocolModules.5G_system_TS29510_Nnrf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29510_Nnrf_v15
mylyn/org.eclipse.mylyn.reviews,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.reviews
e4/org.eclipse.e4.databinding,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.databinding
www.eclipse.org/viatra,ACTIVE,plugins/gitiles/www.eclipse.org/viatra
permissions/cu-dev,ACTIVE,plugins/gitiles/permissions/cu-dev
permissions/modeling.mmt.qvtd,ACTIVE,plugins/gitiles/permissions/modeling.mmt.qvtd
paho/org.eclipse.paho.apps,ACTIVE,plugins/gitiles/paho/org.eclipse.paho.apps
cdo/cdo.infrastructure,ACTIVE,plugins/gitiles/cdo/cdo.infrastructure
permissions/jubula-dev,ACTIVE,plugins/gitiles/permissions/jubula-dev
paho/org.eclipse.paho.mqtt.lua,ACTIVE,plugins/gitiles/paho/org.eclipse.paho.mqtt.lua
permissions/flux-dev,ACTIVE,plugins/gitiles/permissions/flux-dev
epp/org.eclipse.epp.logging,ACTIVE,plugins/gitiles/epp/org.eclipse.epp.logging
www.eclipse.org/lsp4e,ACTIVE,plugins/gitiles/www.eclipse.org/lsp4e
osbp/org.eclipse.osbp.vaaclipse.addons,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.vaaclipse.addons
linuxtools/org.eclipse.linuxtools,ACTIVE,plugins/gitiles/linuxtools/org.eclipse.linuxtools
permissions/jakartaee-platform-dev,ACTIVE,plugins/gitiles/permissions/jakartaee-platform-dev
xwt/org.eclipse.xwt,ACTIVE,plugins/gitiles/xwt/org.eclipse.xwt
www.eclipse.org/jemo,ACTIVE,plugins/gitiles/www.eclipse.org/jemo
permissions/tea-dev,ACTIVE,plugins/gitiles/permissions/tea-dev
www.eclipse.org/ease,ACTIVE,plugins/gitiles/www.eclipse.org/ease
eclipselink/examples/nosql,ACTIVE,plugins/gitiles/eclipselink/examples/nosql
titan/titan.ProtocolModules.STUN,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.STUN
websites/events.eclipse.org,ACTIVE,plugins/gitiles/websites/events.eclipse.org
osbp/org.eclipse.osbp.fork.mihalis.opal.imageSelector.osgi,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.fork.mihalis.opal.imageSelector.osgi
titan/titan.ProtocolModules.5G_system_TS29512_Npcf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29512_Npcf_v15
osbp/org.eclipse.osbp.vaaclipse.addons.softwarefactory,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.vaaclipse.addons.softwarefactory
www.eclipse.org/n4js,ACTIVE,plugins/gitiles/www.eclipse.org/n4js
permissions/cvs-dev,ACTIVE,plugins/gitiles/permissions/cvs-dev
rcptt/org.eclipse.rcptt.git.back,ACTIVE,plugins/gitiles/rcptt/org.eclipse.rcptt.git.back
virgo/org.eclipse.virgo.gradle-build,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.gradle-build
osbp/org.eclipse.osbp.utils.functionnormalizer,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.utils.functionnormalizer
virgo/org.eclipse.virgo.jetty-server,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.jetty-server
www.eclipse.org/scout,ACTIVE,plugins/gitiles/www.eclipse.org/scout
papyrus/org.eclipse.papyrus,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus
www.eclipse.org/ogee,ACTIVE,plugins/gitiles/www.eclipse.org/ogee
rap/incubator/org.eclipse.rap.incubator.chart,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.chart
z_webmaster/test_matt,ACTIVE,plugins/gitiles/z_webmaster/test_matt
permissions/ecoretools-dev,ACTIVE,plugins/gitiles/permissions/ecoretools-dev
osbp/org.eclipse.osbp.infogrid,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.infogrid
egit/egit-pde,ACTIVE,plugins/gitiles/egit/egit-pde
epf/org.eclipse.epf.nl-src,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.nl-src
permissions/omr-dev,ACTIVE,plugins/gitiles/permissions/omr-dev
hudson/org.eclipse.hudson.test.ui,ACTIVE,plugins/gitiles/hudson/org.eclipse.hudson.test.ui
www.eclipse.org/xacc,ACTIVE,plugins/gitiles/www.eclipse.org/xacc
mdmbl/org.eclipse.mdm.realms,ACTIVE,plugins/gitiles/mdmbl/org.eclipse.mdm.realms
permissions/paho.incubator-dev,ACTIVE,plugins/gitiles/permissions/paho.incubator-dev
dltk/org.eclipse.dltk.sh,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.sh
scanning/org.eclipse.scanning,ACTIVE,plugins/gitiles/scanning/org.eclipse.scanning
osbp/org.eclipse.osbp.authentication,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.authentication
www.eclipse.org/amp,ACTIVE,plugins/gitiles/www.eclipse.org/amp
permissions/upr-dev,ACTIVE,plugins/gitiles/permissions/upr-dev
osbp/org.eclipse.osbp.dependencies.p2,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.dependencies.p2
m2t/org.eclipse.jet,ACTIVE,plugins/gitiles/m2t/org.eclipse.jet
www.eclipse.org/mita,ACTIVE,plugins/gitiles/www.eclipse.org/mita
statet/org.eclipse.statet-eutils,ACTIVE,plugins/gitiles/statet/org.eclipse.statet-eutils
www.eclipse.org/mylyn,ACTIVE,plugins/gitiles/www.eclipse.org/mylyn
www.eclipse.org/unide,ACTIVE,plugins/gitiles/www.eclipse.org/unide
www.eclipse.org/fog05,ACTIVE,plugins/gitiles/www.eclipse.org/fog05
chemclipse/org.eclipse.chemclipse.classifierdurbinwatson,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.classifierdurbinwatson
www.eclipse.org/mpc,ACTIVE,plugins/gitiles/www.eclipse.org/mpc
permissions/jsonp-dev,ACTIVE,plugins/gitiles/permissions/jsonp-dev
chemclipse/org.eclipse.chemclipse.chemclipsemsx,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.chemclipsemsx
permissions/refactor-dev,ACTIVE,plugins/gitiles/permissions/refactor-dev
osbp/org.eclipse.osbp.dependencies-mbp,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.dependencies-mbp
www.eclipse.org/cognicrypt,ACTIVE,plugins/gitiles/www.eclipse.org/cognicrypt
cbi/org.eclipse.cbi.p2repo.aggregator,ACTIVE,plugins/gitiles/cbi/org.eclipse.cbi.p2repo.aggregator
www.eclipse.org/modeling/mdt/bpmn2,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/mdt/bpmn2
osbp/org.eclipse.osbp.webserver.messagequeue,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.webserver.messagequeue
www.eclipse.org/ee4j/metro,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/metro
osbp/org.eclipse.osbp.dsl,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.dsl
jakartaee-stable/jakartaee-stable,ACTIVE,plugins/gitiles/jakartaee-stable/jakartaee-stable
www.eclipse.org/e4,ACTIVE,plugins/gitiles/www.eclipse.org/e4
www.eclipse.org/cbi,ACTIVE,plugins/gitiles/www.eclipse.org/cbi
app4mc/org.eclipse.app4mc.examples,ACTIVE,plugins/gitiles/app4mc/org.eclipse.app4mc.examples
www.eclipse.org/ee4j/jsonb,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jsonb
www.eclipse.org/tycho,ACTIVE,plugins/gitiles/www.eclipse.org/tycho
permissions/kura-dev,ACTIVE,plugins/gitiles/permissions/kura-dev
chemclipse/org.eclipse.chemclipse.converteraniml,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.converteraniml
oomph/uss,ACTIVE,plugins/gitiles/oomph/uss
permissions/tiaki-dev,ACTIVE,plugins/gitiles/permissions/tiaki-dev
osbp/org.eclipse.osbp.technologystack,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.technologystack
osbp/org.eclipse.osbp.wizard.ui,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.wizard.ui
permissions/kapua-dev,ACTIVE,plugins/gitiles/permissions/kapua-dev
simrel/org.eclipse.simrel.tools,ACTIVE,plugins/gitiles/simrel/org.eclipse.simrel.tools
ocl/org.eclipse.ocl,ACTIVE,plugins/gitiles/ocl/org.eclipse.ocl
permissions/basyx-dev,ACTIVE,plugins/gitiles/permissions/basyx-dev
rap/incubator/org.eclipse.rap.incubator.fileupload,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.fileupload
ejb/webtools.ejb.git.old,ACTIVE,plugins/gitiles/ejb/webtools.ejb.git.old
e4/org.eclipse.e4.tools,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.tools
titan/titan.ProtocolModules.GRE,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.GRE
m2e/m2e-core,ACTIVE,plugins/gitiles/m2e/m2e-core
www.eclipse.org/downloads,ACTIVE,plugins/gitiles/www.eclipse.org/downloads
sapphire/org.eclipse.sapphire,ACTIVE,plugins/gitiles/sapphire/org.eclipse.sapphire
emfcompare/acceptance-submodules/testGitExtLibraryID,ACTIVE,plugins/gitiles/emfcompare/acceptance-submodules/testGitExtLibraryID
mdmbl/org.eclipse.mdm.api.odsadapter,ACTIVE,plugins/gitiles/mdmbl/org.eclipse.mdm.api.odsadapter
pde/eclipse.pde.incubator,ACTIVE,plugins/gitiles/pde/eclipse.pde.incubator
www.eclipse.org/damos,ACTIVE,plugins/gitiles/www.eclipse.org/damos
app4mc/org.eclipse.app4mc.web,ACTIVE,plugins/gitiles/app4mc/org.eclipse.app4mc.web
openk-usermodules/org.eclipse.openk-usermodules.mics.homeService,ACTIVE,plugins/gitiles/openk-usermodules/org.eclipse.openk-usermodules.mics.homeService
permissions/equinox-dev,ACTIVE,plugins/gitiles/permissions/equinox-dev
permissions/sensinact-dev,ACTIVE,plugins/gitiles/permissions/sensinact-dev
www.eclipse.org/bpel,ACTIVE,plugins/gitiles/www.eclipse.org/bpel
permissions/recommenders-dev,ACTIVE,plugins/gitiles/permissions/recommenders-dev
titan/titan.ProtocolModules.MobileL3_v13.4.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.MobileL3_v13.4.0
permissions/mojarra-dev,ACTIVE,plugins/gitiles/permissions/mojarra-dev
jms/jms,ACTIVE,plugins/gitiles/jms/jms
mat/org.eclipse.mat,ACTIVE,plugins/gitiles/mat/org.eclipse.mat
jsf/webtools.jsf.tests,ACTIVE,plugins/gitiles/jsf/webtools.jsf.tests
permissions/cyclonedds-dev,ACTIVE,plugins/gitiles/permissions/cyclonedds-dev
permissions/sapphire-dev,ACTIVE,plugins/gitiles/permissions/sapphire-dev
permissions/camf-dev,ACTIVE,plugins/gitiles/permissions/camf-dev
titan/titan.ProtocolModules.DSS1_ETSI,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.DSS1_ETSI
papyrus/org.eclipse.papyrus-sysml11,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-sysml11
eclipselink/examples,ACTIVE,plugins/gitiles/eclipselink/examples
permissions/gemini-dev,ACTIVE,plugins/gitiles/permissions/gemini-dev
servertools/webtools.servertools.devsupport,ACTIVE,plugins/gitiles/servertools/webtools.servertools.devsupport
papyrus/org.eclipse.papyrus-designer-extra,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-designer-extra
permissions/platform.releng-dev,ACTIVE,plugins/gitiles/permissions/platform.releng-dev
jetty/org.eclipse.jetty.alpn,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.alpn
permissions/acceleo-dev,ACTIVE,plugins/gitiles/permissions/acceleo-dev
refactor/org.eclipse.emf.refactor.examples,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.examples
openk-platform/org.eclipse.openk.build,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.build
permissions/servertools-dev,ACTIVE,plugins/gitiles/permissions/servertools-dev
osbp/org.eclipse.osbp.bpm.api,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.bpm.api
permissions/triquetrum-dev,ACTIVE,plugins/gitiles/permissions/triquetrum-dev
permissions/milo-dev,ACTIVE,plugins/gitiles/permissions/milo-dev
www.eclipse.org/app4mc,ACTIVE,plugins/gitiles/www.eclipse.org/app4mc
e4/org.eclipse.e4.utils,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.utils
mylyn/org.eclipse.mylyn.reviews.ui,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.reviews.ui
servlet/servlet,ACTIVE,plugins/gitiles/servlet/servlet
rap/incubator/org.eclipse.rap.incubator.themeeditor,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.themeeditor
facet/org.eclipse.emf.facet.main,ACTIVE,plugins/gitiles/facet/org.eclipse.emf.facet.main
osbp/org.eclipse.osbp.utils.img,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.utils.img
www.eclipse.org/go,ACTIVE,plugins/gitiles/www.eclipse.org/go
permissions/opencert-dev,ACTIVE,plugins/gitiles/permissions/opencert-dev
permissions/ajdt-dev,ACTIVE,plugins/gitiles/permissions/ajdt-dev
4diac/org.eclipse.4diac.examples,ACTIVE,plugins/gitiles/4diac/org.eclipse.4diac.examples
www.eclipse.org/rasterframes,ACTIVE,plugins/gitiles/www.eclipse.org/rasterframes
permissions/iot.eclipsescada,ACTIVE,plugins/gitiles/permissions/iot.eclipsescada
tycho/org.eclipse.tycho.targeteditor,ACTIVE,plugins/gitiles/tycho/org.eclipse.tycho.targeteditor
chemclipse/org.eclipse.chemclipse.peakidentbatch,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakidentbatch
emf-validation/org.eclipse.emf.validation,ACTIVE,plugins/gitiles/emf-validation/org.eclipse.emf.validation
chemclipse/org.eclipse.chemclipse.triplequadidentifier,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.triplequadidentifier
permissions/umlgen-dev,ACTIVE,plugins/gitiles/permissions/umlgen-dev
www.eclipse.org/egf,ACTIVE,plugins/gitiles/www.eclipse.org/egf
virgo/org.eclipse.virgo.medic,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.medic
permissions/rt-dev,ACTIVE,plugins/gitiles/permissions/rt-dev
n4js/n4js,ACTIVE,plugins/gitiles/n4js/n4js
permissions/jaf-dev,ACTIVE,plugins/gitiles/permissions/jaf-dev
www.eclipse.org/statet,ACTIVE,plugins/gitiles/www.eclipse.org/statet
titan/titan.ProtocolModules.5G_system_TS29594_Nchf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29594_Nchf_v15
permissions/libims-dev,ACTIVE,plugins/gitiles/permissions/libims-dev
www.eclipse.org/virgo,ACTIVE,plugins/gitiles/www.eclipse.org/virgo
titan/titan.ProtocolModules.XTDP,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.XTDP
openk-platform/org.eclipse.openk.domain.topologystate,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.domain.topologystate
chemclipse/org.eclipse.chemclipse.sncalcdyson,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.sncalcdyson
titan/titan.ProtocolModules.5G_system_TS29502_Nsmf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29502_Nsmf_v15
eclipsescada/org.eclipse.scada.ide,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.ide
papyrus/org.eclipse.papyrus-marte,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-marte
www.eclipse.org/hono,ACTIVE,plugins/gitiles/www.eclipse.org/hono
permissions/wakaama-dev,ACTIVE,plugins/gitiles/permissions/wakaama-dev
www.eclipse.org/ee4j/javamail,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/javamail
permissions/vorto-dev,ACTIVE,plugins/gitiles/permissions/vorto-dev
jetty/org.eclipse.jetty.releng.bundles,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.releng.bundles
papyrus/org.eclipse.papyrus-requirements,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-requirements
chemclipse/org.eclipse.chemclipse.convertermzdata,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.convertermzdata
windowbuilder/org.eclipse.windowbuilder,ACTIVE,plugins/gitiles/windowbuilder/org.eclipse.windowbuilder
recommenders.incubator/org.eclipse.recommenders.codesearch,ACTIVE,plugins/gitiles/recommenders.incubator/org.eclipse.recommenders.codesearch
permissions/xsemantics-dev,ACTIVE,plugins/gitiles/permissions/xsemantics-dev
www.eclipse.org/ptp,ACTIVE,plugins/gitiles/www.eclipse.org/ptp
chemclipse/org.eclipse.chemclipse.proteoms,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.proteoms
chemclipse/org.eclipse.chemclipse.compilationbase,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.compilationbase
papyrus/org.eclipse.papyrus-moka,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-moka
keyple/keyple,ACTIVE,plugins/gitiles/keyple/keyple
www.eclipse.org/uomo,ACTIVE,plugins/gitiles/www.eclipse.org/uomo
viatra/org.eclipse.viatra,ACTIVE,plugins/gitiles/viatra/org.eclipse.viatra
chemclipse/org.eclipse.chemclipse.matlabparafac,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.matlabparafac
cdt/org.eclipse.cdt.old,ACTIVE,plugins/gitiles/cdt/org.eclipse.cdt.old
egit/egit,ACTIVE,plugins/gitiles/egit/egit
titan/titan.Servers.SCTP_Daemon_Dynamic,ACTIVE,plugins/gitiles/titan/titan.Servers.SCTP_Daemon_Dynamic
platform/eclipse.platform.ui.tools,ACTIVE,plugins/gitiles/platform/eclipse.platform.ui.tools
titan/titan.ProtocolModules.MongoDB,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.MongoDB
titan/titan.ProtocolModules.NTAF,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.NTAF
gemoc/gemoc,ACTIVE,plugins/gitiles/gemoc/gemoc
www.eclipse.org/articles,ACTIVE,plugins/gitiles/www.eclipse.org/articles
www.eclipse.org/ee4j/jacc,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jacc
sensinact/org.eclipse.sensinact.studioweb,ACTIVE,plugins/gitiles/sensinact/org.eclipse.sensinact.studioweb
e4/eclipse.platform.runtime.e4,ACTIVE,plugins/gitiles/e4/eclipse.platform.runtime.e4
ee4j/javamail,ACTIVE,plugins/gitiles/ee4j/javamail
www.eclipse.org/ee4j/tyrus,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/tyrus
www.eclipse.org/kepler,ACTIVE,plugins/gitiles/www.eclipse.org/kepler
permissions/om2m-dev,ACTIVE,plugins/gitiles/permissions/om2m-dev
www.eclipse.org/luna,ACTIVE,plugins/gitiles/www.eclipse.org/luna
permissions/gemoc-dev,ACTIVE,plugins/gitiles/permissions/gemoc-dev
permissions/buildship-dev,ACTIVE,plugins/gitiles/permissions/buildship-dev
etrice/org.eclipse.etrice,ACTIVE,plugins/gitiles/etrice/org.eclipse.etrice
eclipsescada/org.eclipse.scada.deploy,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.deploy
www.eclipse.org/keyple,ACTIVE,plugins/gitiles/www.eclipse.org/keyple
www.eclipse.org/equinox,ACTIVE,plugins/gitiles/www.eclipse.org/equinox
titan/titan.Applications.IoT_Loadtest_Framework,ACTIVE,plugins/gitiles/titan/titan.Applications.IoT_Loadtest_Framework
permissions/mita-dev,ACTIVE,plugins/gitiles/permissions/mita-dev
www.eclipse.org/eef,ACTIVE,plugins/gitiles/www.eclipse.org/eef
www.eclipse.org/ecf,ACTIVE,plugins/gitiles/www.eclipse.org/ecf
virgo/org.eclipse.virgo.sample-formtags,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.sample-formtags
www.eclipse.org/iottestware,ACTIVE,plugins/gitiles/www.eclipse.org/iottestware
www.eclipse.org/mft,ACTIVE,plugins/gitiles/www.eclipse.org/mft
www.eclipse.org/modeling/mdt/xsd,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/mdt/xsd
recommenders/org.eclipse.recommenders.examples,ACTIVE,plugins/gitiles/recommenders/org.eclipse.recommenders.examples
www.eclipse.org/simopenpass,ACTIVE,plugins/gitiles/www.eclipse.org/simopenpass
permissions/javamail-dev,ACTIVE,plugins/gitiles/permissions/javamail-dev
virgo/org.eclipse.virgo.sample-greenpages,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.sample-greenpages
www.eclipse.org/handly,ACTIVE,plugins/gitiles/www.eclipse.org/handly
osbp/org.eclipse.osbp.runtime,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.runtime
www.eclipse.org/legal,ACTIVE,plugins/gitiles/www.eclipse.org/legal
epf/org.eclipse.epf.nl-libraries,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.nl-libraries
webservices/webtools.webservices.jaxws,ACTIVE,plugins/gitiles/webservices/webtools.webservices.jaxws
equinox/rt.equinox.p2,ACTIVE,plugins/gitiles/equinox/rt.equinox.p2
permissions/rtp-dev,ACTIVE,plugins/gitiles/permissions/rtp-dev
jetty/org.eclipse.jetty.orbit,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.orbit
uml2/org.eclipse.uml2.git.040612,ACTIVE,plugins/gitiles/uml2/org.eclipse.uml2.git.040612
titan/titan.TestPorts.MTP3asp,ACTIVE,plugins/gitiles/titan/titan.TestPorts.MTP3asp
tycho/org.eclipse.tycho.nexus,ACTIVE,plugins/gitiles/tycho/org.eclipse.tycho.nexus
emf/org.eclipse.emf.eson,ACTIVE,plugins/gitiles/emf/org.eclipse.emf.eson
permissions/emfatic-dev,ACTIVE,plugins/gitiles/permissions/emfatic-dev
www.eclipse.org/ee4j/cu,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/cu
www.eclipse.org/ignite,ACTIVE,plugins/gitiles/www.eclipse.org/ignite
permissions/ponte-dev,ACTIVE,plugins/gitiles/permissions/ponte-dev
titan/titan.ApplicationLibraries.HTTP,ACTIVE,plugins/gitiles/titan/titan.ApplicationLibraries.HTTP
cdt/org.eclipse.launchbar,ACTIVE,plugins/gitiles/cdt/org.eclipse.launchbar
virgo/org.eclipse.virgo.snaps,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.snaps
chemclipse/org.eclipse.chemclipse.peakmax,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakmax
chemclipse/org.eclipse.chemclipse.arwconverter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.arwconverter
openk-platform/org.eclipse.openk-platform.openk-repo,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk-platform.openk-repo
www.eclipse.org/technology,ACTIVE,plugins/gitiles/www.eclipse.org/technology
www.eclipse.org/swtbot,ACTIVE,plugins/gitiles/www.eclipse.org/swtbot
cdt/org.eclipse.cdt.master,ACTIVE,plugins/gitiles/cdt/org.eclipse.cdt.master
chemclipse/org.eclipse.chemclipse.filterfidzeroset,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filterfidzeroset
osbp/org.eclipse.osbp.ide.logger,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.ide.logger
chemclipse/org.eclipse.chemclipse.utils,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.utils
statet/org.eclipse.statet-docmlet,ACTIVE,plugins/gitiles/statet/org.eclipse.statet-docmlet
fog05/fog05,ACTIVE,plugins/gitiles/fog05/fog05
eclipselink/incubator,ACTIVE,plugins/gitiles/eclipselink/incubator
titan/titan.ProtocolModules.EAP,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.EAP
www.eclipse.org/efm,ACTIVE,plugins/gitiles/www.eclipse.org/efm
permissions/lsp4e-dev,ACTIVE,plugins/gitiles/permissions/lsp4e-dev
statet/org.eclipse.statet,ACTIVE,plugins/gitiles/statet/org.eclipse.statet
aspectj/org.aspectj,ACTIVE,plugins/gitiles/aspectj/org.aspectj
m2e-wtp/org.eclipse.m2e.wtp,ACTIVE,plugins/gitiles/m2e-wtp/org.eclipse.m2e.wtp
jta/jta,ACTIVE,plugins/gitiles/jta/jta
www.eclipse.org/microprofile,ACTIVE,plugins/gitiles/www.eclipse.org/microprofile
jdt/eclipse.jdt,ACTIVE,plugins/gitiles/jdt/eclipse.jdt
openk-platform/org.eclipse.openk.sourcesystem.mockuptopologystate,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.sourcesystem.mockuptopologystate
permissions/technology.dltk,ACTIVE,plugins/gitiles/permissions/technology.dltk
titan/titan.ProtocolModules.SCTP,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.SCTP
chemclipse/org.eclipse.chemclipse.mzmlconverter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.mzmlconverter
titan/titan.ProtocolModules.BSSMAP_v11.2.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.BSSMAP_v11.2.0
permissions/thingweb-dev,ACTIVE,plugins/gitiles/permissions/thingweb-dev
www.eclipse.org/acceleo,ACTIVE,plugins/gitiles/www.eclipse.org/acceleo
www.eclipse.org/sumo,ACTIVE,plugins/gitiles/www.eclipse.org/sumo
permissions/ecp-dev,ACTIVE,plugins/gitiles/permissions/ecp-dev
emfcompare/acceptance-submodules/testGitUMLStereotyped,ACTIVE,plugins/gitiles/emfcompare/acceptance-submodules/testGitUMLStereotyped
www.eclipse.org/rap,ACTIVE,plugins/gitiles/www.eclipse.org/rap
www.eclipse.org/smarthome,ACTIVE,plugins/gitiles/www.eclipse.org/smarthome
permissions/eclemma-dev,ACTIVE,plugins/gitiles/permissions/eclemma-dev
titan/titan.ApplicationLibraries.MBT,ACTIVE,plugins/gitiles/titan/titan.ApplicationLibraries.MBT
openk-platform/org.eclipse.openk.build.codeconventions,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.build.codeconventions
soteria/soteria,ACTIVE,plugins/gitiles/soteria/soteria
osbp/org.eclipse.osbp.xtext.message,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.message
www.eclipse.org/hip,ACTIVE,plugins/gitiles/www.eclipse.org/hip
ee4j/es,ACTIVE,plugins/gitiles/ee4j/es
permissions/rap,ACTIVE,plugins/gitiles/permissions/rap
