project,state,web_links
recommenders.incubator/org.eclipse.recommenders.args,ACTIVE,plugins/gitiles/recommenders.incubator/org.eclipse.recommenders.args
permissions/gmf-tooling-dev,ACTIVE,plugins/gitiles/permissions/gmf-tooling-dev
www.eclipse.org/papyrus-xtuml,ACTIVE,plugins/gitiles/www.eclipse.org/papyrus-xtuml
emfcompare/org.eclipse.emf.compare,ACTIVE,plugins/gitiles/emfcompare/org.eclipse.emf.compare
www.eclipse.org/mmt,ACTIVE,plugins/gitiles/www.eclipse.org/mmt
permissions/pdt-dev,ACTIVE,plugins/gitiles/permissions/pdt-dev
www.eclipse.org/edapt,ACTIVE,plugins/gitiles/www.eclipse.org/edapt
www.eclipse.org/smila,ACTIVE,plugins/gitiles/www.eclipse.org/smila
swtchart/swtchart,ACTIVE,plugins/gitiles/swtchart/swtchart
osbp/org.eclipse.osbp.ecview.core,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.ecview.core
emf/org.eclipse.emf,ACTIVE,plugins/gitiles/emf/org.eclipse.emf
osbp/org.eclipse.osbp.xtext.organization,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.organization
babel/server,ACTIVE,plugins/gitiles/babel/server
acceleo/org.eclipse.acceleo,ACTIVE,plugins/gitiles/acceleo/org.eclipse.acceleo
permissions/nattable-dev,ACTIVE,plugins/gitiles/permissions/nattable-dev
tycho/org.eclipse.tycho.p2-fork,ACTIVE,plugins/gitiles/tycho/org.eclipse.tycho.p2-fork
intent/org.eclipse.mylyn.docs.intent.main,ACTIVE,plugins/gitiles/intent/org.eclipse.mylyn.docs.intent.main
titan/titan.Servers.IP_Daemon_Dynamic,ACTIVE,plugins/gitiles/titan/titan.Servers.IP_Daemon_Dynamic
permissions/package-drone-dev,ACTIVE,plugins/gitiles/permissions/package-drone-dev
sapphire/org.eclipse.corundum,ACTIVE,plugins/gitiles/sapphire/org.eclipse.corundum
chemclipse/org.eclipse.chemclipse.identpeakmanual,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.identpeakmanual
stem/org.eclipse.stem.data.earthscience,ACTIVE,plugins/gitiles/stem/org.eclipse.stem.data.earthscience
permissions/dali-dev,ACTIVE,plugins/gitiles/permissions/dali-dev
www.eclipse.org/ice,ACTIVE,plugins/gitiles/www.eclipse.org/ice
titan/titan.ProtocolModules.GTP_v13.5.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.GTP_v13.5.0
permissions/osee-dev,ACTIVE,plugins/gitiles/permissions/osee-dev
rap/org.apache.tomcat,ACTIVE,plugins/gitiles/rap/org.apache.tomcat
www.eclipse.org/eclipseide,ACTIVE,plugins/gitiles/www.eclipse.org/eclipseide
emfcompare/org.eclipse.emf.compare-cli,ACTIVE,plugins/gitiles/emfcompare/org.eclipse.emf.compare-cli
statet/org.eclipse.statet-r,ACTIVE,plugins/gitiles/statet/org.eclipse.statet-r
www.eclipse.org/ee4j/krazo,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/krazo
websites/dev.eclipse.org,ACTIVE,plugins/gitiles/websites/dev.eclipse.org
rap/incubator/org.eclipse.rap.incubator.e4.compatibility.workbench,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.e4.compatibility.workbench
www.eclipse.org/ee4j/jaxb,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jaxb
permissions/eef-dev,ACTIVE,plugins/gitiles/permissions/eef-dev
virgo/org.eclipse.virgo.root,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.root
osbp/org.eclipse.osbp.xtext.oxtype,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.oxtype
www.eclipse.org/modeling/tmf,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/tmf
osbp/org.eclipse.osbp.fork.vaadin.addons,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.fork.vaadin.addons
virgo/org.eclipse.virgo.osgi-extensions,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.osgi-extensions
rap/incubator/org.eclipse.rap.incubator.clientscripting,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.clientscripting
jetty/org.eclipse.jetty.website,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.website
sensinact/org.eclipse.sensinact.studio,ACTIVE,plugins/gitiles/sensinact/org.eclipse.sensinact.studio
lsp4j/org.eclipse.lsp4j,ACTIVE,plugins/gitiles/lsp4j/org.eclipse.lsp4j
permissions/modeling.sirius,ACTIVE,plugins/gitiles/permissions/modeling.sirius
permissions/vertx-dev,ACTIVE,plugins/gitiles/permissions/vertx-dev
www.eclipse.org/donate,ACTIVE,plugins/gitiles/www.eclipse.org/donate
rap/incubator/org.eclipse.rap.incubator.texteditor,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.texteditor
permissions/callisto-dev,ACTIVE,plugins/gitiles/permissions/callisto-dev
www.eclipse.org/elk,ACTIVE,plugins/gitiles/www.eclipse.org/elk
emf-transaction/org.eclipse.emf.transaction,ACTIVE,plugins/gitiles/emf-transaction/org.eclipse.emf.transaction
rap/incubator/org.eclipse.rap.incubator.osgi-packaging,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.osgi-packaging
www.eclipse.org/openk-usermodules,ACTIVE,plugins/gitiles/www.eclipse.org/openk-usermodules
www.eclipse.org/mdmbl,ACTIVE,plugins/gitiles/www.eclipse.org/mdmbl
www.eclipse.org/mat,ACTIVE,plugins/gitiles/www.eclipse.org/mat
virgo/org.eclipse.virgo.nano,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.nano
virgo/org.eclipse.virgo.documentation,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.documentation
titan/titan.ProtocolModules.NAS_EPS_15.2.0.1,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.NAS_EPS_15.2.0.1
paho/org.eclipse.paho.mqtt.objc,ACTIVE,plugins/gitiles/paho/org.eclipse.paho.mqtt.objc
dltk/org.eclipse.dltk.javascript,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.javascript
permissions/apricot-dev,ACTIVE,plugins/gitiles/permissions/apricot-dev
chemclipse/org.eclipse.chemclipse.amdiscalri,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.amdiscalri
titan/titan.ProtocolModules.BSSGP_v13.0.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.BSSGP_v13.0.0
permissions/jnosql-dev,ACTIVE,plugins/gitiles/permissions/jnosql-dev
www.eclipse.org/babel,ACTIVE,plugins/gitiles/www.eclipse.org/babel
permissions/tracecompass-dev,ACTIVE,plugins/gitiles/permissions/tracecompass-dev
permissions/simrel-dev,ACTIVE,plugins/gitiles/permissions/simrel-dev
cbi/native-build-testing/eclipse.platform.swt.binaries,ACTIVE,plugins/gitiles/cbi/native-build-testing/eclipse.platform.swt.binaries
www.eclipse.org/eclipse.org-common,ACTIVE,plugins/gitiles/www.eclipse.org/eclipse.org-common
cdo/cdo.old,ACTIVE,plugins/gitiles/cdo/cdo.old
osbp/org.eclipse.osbp.ui.api,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.ui.api
virgo/org.eclipse.virgo.artifact-repository,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.artifact-repository
permissions/e4,ACTIVE,plugins/gitiles/permissions/e4
titan/titan.ProtocolModules.BSSAPP_v7.3.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.BSSAPP_v7.3.0
titan/titan.ProtocolModules.LLC_v7.1.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.LLC_v7.1.0
www.eclipse.org/henshin,ACTIVE,plugins/gitiles/www.eclipse.org/henshin
www.eclipse.org/skalli,ACTIVE,plugins/gitiles/www.eclipse.org/skalli
egit/egit-github,ACTIVE,plugins/gitiles/egit/egit-github
www.eclipse.org/errors,ACTIVE,plugins/gitiles/www.eclipse.org/errors
osbp/org.eclipse.osbp.vaadin.emf,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.vaadin.emf
www.eclipse.org/mtj,ACTIVE,plugins/gitiles/www.eclipse.org/mtj
ee4j/ca,ACTIVE,plugins/gitiles/ee4j/ca
jsonb/jsonb,ACTIVE,plugins/gitiles/jsonb/jsonb
jgit/jgit,ACTIVE,plugins/gitiles/jgit/jgit
www.eclipse.org/buckminster,ACTIVE,plugins/gitiles/www.eclipse.org/buckminster
permissions/xpand-dev,ACTIVE,plugins/gitiles/permissions/xpand-dev
www.eclipse.org/dawnsci,ACTIVE,plugins/gitiles/www.eclipse.org/dawnsci
efm,ACTIVE,plugins/gitiles/efm
permissions/lyo-dev,ACTIVE,plugins/gitiles/permissions/lyo-dev
www.eclipse.org/cyclonedds,ACTIVE,plugins/gitiles/www.eclipse.org/cyclonedds
openk-platform/org.eclipse.openk.domain.dynamictopology,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.domain.dynamictopology
permissions/cognicrypt-dev,ACTIVE,plugins/gitiles/permissions/cognicrypt-dev
titan/titan.Libraries.TLS,ACTIVE,plugins/gitiles/titan/titan.Libraries.TLS
jetty/org.eclipse.jetty.parent,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.parent
eclipsescada/org.eclipse.scada.hmi,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.hmi
passage/passage,ACTIVE,plugins/gitiles/passage/passage
www.eclipse.org/ee4j/jpa,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jpa
chemclipse/org.eclipse.chemclipse.peakdetecthird,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakdetecthird
www.eclipse.org/webtools,ACTIVE,plugins/gitiles/www.eclipse.org/webtools
chemclipse/org.eclipse.chemclipse.chemclipsesvg,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.chemclipsesvg
ptp/org.eclipse.ptp,ACTIVE,plugins/gitiles/ptp/org.eclipse.ptp
dltk/org.eclipse.dltk.ruby,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.ruby
openmq/openmq,ACTIVE,plugins/gitiles/openmq/openmq
webservices/webtools.webservices.axis2,ACTIVE,plugins/gitiles/webservices/webtools.webservices.axis2
www.eclipse.org/linuxtools,ACTIVE,plugins/gitiles/www.eclipse.org/linuxtools
permissions/rtsc-dev,ACTIVE,plugins/gitiles/permissions/rtsc-dev
osbp/org.eclipse.osbp.autowireHelper,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.autowireHelper
mylyn/org.eclipse.mylyn,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn
equinox/rt.equinox.incubator,ACTIVE,plugins/gitiles/equinox/rt.equinox.incubator
chemclipse/org.eclipse.chemclipse.peakdetectoramdis,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakdetectoramdis
osbp/org.eclipse.osbp.mondrian.api,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.mondrian.api
permissions/geoperil-dev,ACTIVE,plugins/gitiles/permissions/geoperil-dev
ee4j/jsp,ACTIVE,plugins/gitiles/ee4j/jsp
virgo/org.eclipse.virgo.performance-test,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.performance-test
webtools/incubator/org.eclipse.webtools.incubator.sieditor,ACTIVE,plugins/gitiles/webtools/incubator/org.eclipse.webtools.incubator.sieditor
osbp/org.eclipse.osbp.xtext.datamart,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.datamart
permissions/jms-dev,ACTIVE,plugins/gitiles/permissions/jms-dev
permissions/stem-dev,ACTIVE,plugins/gitiles/permissions/stem-dev
permissions/apogy-dev,ACTIVE,plugins/gitiles/permissions/apogy-dev
osbp/org.eclipse.osbp.runtime.functionlibrary.validation,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.runtime.functionlibrary.validation
www.eclipse.org/tigerstripe,ACTIVE,plugins/gitiles/www.eclipse.org/tigerstripe
ee4j/jca,ACTIVE,plugins/gitiles/ee4j/jca
permissions/swtchart-dev,ACTIVE,plugins/gitiles/permissions/swtchart-dev
www.eclipse.org/egit,ACTIVE,plugins/gitiles/www.eclipse.org/egit
epf/org.eclipse.epf.archive,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.archive
www.eclipse.org/jnosql,ACTIVE,plugins/gitiles/www.eclipse.org/jnosql
www.eclipse.org/diffmerge,ACTIVE,plugins/gitiles/www.eclipse.org/diffmerge
chemclipse/org.eclipse.chemclipse.filterbaselinesubtract,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filterbaselinesubtract
scout/org.eclipse.scout.sdk,ACTIVE,plugins/gitiles/scout/org.eclipse.scout.sdk
recommenders/org.eclipse.recommenders.releng,ACTIVE,plugins/gitiles/recommenders/org.eclipse.recommenders.releng
openk-platform/org.eclipse.openk.common,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.common
epf/org.eclipse.epf.additional,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.additional
cdt/org.eclipse.cdt.git.150113,ACTIVE,plugins/gitiles/cdt/org.eclipse.cdt.git.150113
jersey/jersey,ACTIVE,plugins/gitiles/jersey/jersey
permissions/teneo-dev,ACTIVE,plugins/gitiles/permissions/teneo-dev
permissions/atl-dev,ACTIVE,plugins/gitiles/permissions/atl-dev
simopenpass/simopenpass,ACTIVE,plugins/gitiles/simopenpass/simopenpass
www.eclipse.org/thingweb,ACTIVE,plugins/gitiles/www.eclipse.org/thingweb
diffmerge/org.eclipse.emf.diffmerge.core,ACTIVE,plugins/gitiles/diffmerge/org.eclipse.emf.diffmerge.core
papyrus/org.eclipse.papyrus-informationmodeling,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-informationmodeling
www.eclipse.org/emf,ACTIVE,plugins/gitiles/www.eclipse.org/emf
chemclipse/org.eclipse.chemclipse.filtermfremover,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filtermfremover
chemclipse/org.eclipse.chemclipse.peakdetecmanual,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakdetecmanual
permissions/webmastertest-dev,ACTIVE,plugins/gitiles/permissions/webmastertest-dev
eclipselink/javax.persistence,ACTIVE,plugins/gitiles/eclipselink/javax.persistence
epf/org.eclipse.epf.design,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.design
crossmeter/crossmeter,ACTIVE,plugins/gitiles/crossmeter/crossmeter
mojarra/mojarra,ACTIVE,plugins/gitiles/mojarra/mojarra
permissions/graphiti-dev,ACTIVE,plugins/gitiles/permissions/graphiti-dev
permissions/platform.ui,ACTIVE,plugins/gitiles/permissions/platform.ui
chemclipse/org.eclipse.chemclipse.baselinedetec,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.baselinedetec
hudson/org.eclipse.hudson.maven-hpi-plugin,ACTIVE,plugins/gitiles/hudson/org.eclipse.hudson.maven-hpi-plugin
ee4j/grizzly,ACTIVE,plugins/gitiles/ee4j/grizzly
sourceediting/webtools.sourceediting,ACTIVE,plugins/gitiles/sourceediting/webtools.sourceediting
titan/titan.ProtocolModules.MQTT,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.MQTT
chemclipse/org.eclipse.chemclipse.filtermeannormalizer,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filtermeannormalizer
servertools/webtools.servertools.docs,ACTIVE,plugins/gitiles/servertools/webtools.servertools.docs
permissions/osbp-dev,ACTIVE,plugins/gitiles/permissions/osbp-dev
osbp/org.eclipse.osbp.utils.ui,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.utils.ui
permissions/elk-dev,ACTIVE,plugins/gitiles/permissions/elk-dev
rap/incubator/org.eclipse.rap.incubator.pde,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.pde
volttron/volttron,ACTIVE,plugins/gitiles/volttron/volttron
recommenders/org.eclipse.recommenders,ACTIVE,plugins/gitiles/recommenders/org.eclipse.recommenders
openk-usermodules/org.eclipse.openk-usermodules.mics.centralService,ACTIVE,plugins/gitiles/openk-usermodules/org.eclipse.openk-usermodules.mics.centralService
osbp/org.eclipse.osbp.osgi.hybrid.api.runtime,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.osgi.hybrid.api.runtime
permissions/fog05-dev,ACTIVE,plugins/gitiles/permissions/fog05-dev
www.eclipse.org/oomph,ACTIVE,plugins/gitiles/www.eclipse.org/oomph
chemclipse/org.eclipse.chemclipse.subtractfilter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.subtractfilter
permissions/datatools-dev,ACTIVE,plugins/gitiles/permissions/datatools-dev
www.eclipse.org/pmf,ACTIVE,plugins/gitiles/www.eclipse.org/pmf
permissions/tools.tracecompass,ACTIVE,plugins/gitiles/permissions/tools.tracecompass
www.eclipse.org/gmf-tooling,ACTIVE,plugins/gitiles/www.eclipse.org/gmf-tooling
www.eclipse.org/mdht,ACTIVE,plugins/gitiles/www.eclipse.org/mdht
picasso/picasso,ACTIVE,plugins/gitiles/picasso/picasso
duttile/duttile,ACTIVE,plugins/gitiles/duttile/duttile
permissions/sphinx-dev,ACTIVE,plugins/gitiles/permissions/sphinx-dev
permissions/usssdk-dev,ACTIVE,plugins/gitiles/permissions/usssdk-dev
platform/eclipse.platform.releng.maps,ACTIVE,plugins/gitiles/platform/eclipse.platform.releng.maps
permissions/franca-dev,ACTIVE,plugins/gitiles/permissions/franca-dev
www.eclipse.org/soa,ACTIVE,plugins/gitiles/www.eclipse.org/soa
www.eclipse.org/wakaama,ACTIVE,plugins/gitiles/www.eclipse.org/wakaama
www.eclipse.org/fmc,ACTIVE,plugins/gitiles/www.eclipse.org/fmc
permissions/deeplearning4j-dev,ACTIVE,plugins/gitiles/permissions/deeplearning4j-dev
www.eclipse.org/stem,ACTIVE,plugins/gitiles/www.eclipse.org/stem
rap/incubator/org.eclipse.rap.incubator.releng,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.releng
permissions/xwt-dev,ACTIVE,plugins/gitiles/permissions/xwt-dev
eclipselink/oracleddlparser,ACTIVE,plugins/gitiles/eclipselink/oracleddlparser
chemclipse/org.eclipse.chemclipse.filtercoda,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filtercoda
platform/eclipse.platform.news,ACTIVE,plugins/gitiles/platform/eclipse.platform.news
app4mc/org.eclipse.app4mc.oslc,ACTIVE,plugins/gitiles/app4mc/org.eclipse.app4mc.oslc
chemclipse/org.eclipse.chemclipse.chemclipse,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.chemclipse
gmf-tooling/org.eclipse.gmf-tooling.uml2tools.releng,ACTIVE,plugins/gitiles/gmf-tooling/org.eclipse.gmf-tooling.uml2tools.releng
sisu/org.eclipse.sisu.inject,ACTIVE,plugins/gitiles/sisu/org.eclipse.sisu.inject
permissions/scava-dev,ACTIVE,plugins/gitiles/permissions/scava-dev
equinox/rt.equinox.bundles,ACTIVE,plugins/gitiles/equinox/rt.equinox.bundles
permissions/ease-dev,ACTIVE,plugins/gitiles/permissions/ease-dev
www.eclipse.org/actf,ACTIVE,plugins/gitiles/www.eclipse.org/actf
mita/mita,ACTIVE,plugins/gitiles/mita/mita
www.eclipse.org/openj9/docs,ACTIVE,plugins/gitiles/www.eclipse.org/openj9/docs
sisu/org.eclipse.sisu.mojos,ACTIVE,plugins/gitiles/sisu/org.eclipse.sisu.mojos
modisco/org.eclipse.modisco,ACTIVE,plugins/gitiles/modisco/org.eclipse.modisco
permissions/amp-dev,ACTIVE,plugins/gitiles/permissions/amp-dev
permissions/ceylon-dev,ACTIVE,plugins/gitiles/permissions/ceylon-dev
www.eclipse.org/projects,ACTIVE,plugins/gitiles/www.eclipse.org/projects
umlgen/org.eclipse.umlgen,ACTIVE,plugins/gitiles/umlgen/org.eclipse.umlgen
simrel/org.eclipse.simrel.build,ACTIVE,plugins/gitiles/simrel/org.eclipse.simrel.build
www.eclipse.org/eatop,ACTIVE,plugins/gitiles/www.eclipse.org/eatop
elogbook/elogbookFE,ACTIVE,plugins/gitiles/elogbook/elogbookFE
www.eclipse.org/emf-parsley,ACTIVE,plugins/gitiles/www.eclipse.org/emf-parsley
permissions/webtools-common-dev,ACTIVE,plugins/gitiles/permissions/webtools-common-dev
www.eclipse.org/membership,ACTIVE,plugins/gitiles/www.eclipse.org/membership
chemclipse/org.eclipse.chemclipse.scanremover,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.scanremover
www.eclipse.org/swt,ACTIVE,plugins/gitiles/www.eclipse.org/swt
permissions/orb-dev,ACTIVE,plugins/gitiles/permissions/orb-dev
teneo/org.eclipse.emf.teneo,ACTIVE,plugins/gitiles/teneo/org.eclipse.emf.teneo
www.eclipse.org/gendoc,ACTIVE,plugins/gitiles/www.eclipse.org/gendoc
emfclient/org.eclipse.emf.ecp.other,ACTIVE,plugins/gitiles/emfclient/org.eclipse.emf.ecp.other
equinox/rt.equinox.framework,ACTIVE,plugins/gitiles/equinox/rt.equinox.framework
oomph/org.eclipse.oomph,ACTIVE,plugins/gitiles/oomph/org.eclipse.oomph
permissions/modeling.emfcompare,ACTIVE,plugins/gitiles/permissions/modeling.emfcompare
epf/org.eclipse.epf.features,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.features
rcptt/org.eclipse.rcptt,ACTIVE,plugins/gitiles/rcptt/org.eclipse.rcptt
hip/hip,ACTIVE,plugins/gitiles/hip/hip
permissions/mat-dev,ACTIVE,plugins/gitiles/permissions/mat-dev
jacc/jacc,ACTIVE,plugins/gitiles/jacc/jacc
glassfish-tools/glassfish-tools,ACTIVE,plugins/gitiles/glassfish-tools/glassfish-tools
www.eclipse.org/indigo,ACTIVE,plugins/gitiles/www.eclipse.org/indigo
permissions/rdf4j-dev,ACTIVE,plugins/gitiles/permissions/rdf4j-dev
lsp4e/lsp4e,ACTIVE,plugins/gitiles/lsp4e/lsp4e
permissions/babel-dev,ACTIVE,plugins/gitiles/permissions/babel-dev
www.eclipse.org/ldt,ACTIVE,plugins/gitiles/www.eclipse.org/ldt
tycho/org.eclipse.tycho-demo,ACTIVE,plugins/gitiles/tycho/org.eclipse.tycho-demo
www.eclipse.org/sprotty,ACTIVE,plugins/gitiles/www.eclipse.org/sprotty
virgo/org.eclipse.virgo.util,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.util
swtbot/org.eclipse.swtbot,ACTIVE,plugins/gitiles/swtbot/org.eclipse.swtbot
papyrus/org.eclipse.papyrus-interoperability,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-interoperability
www.eclipse.org/usssdk,ACTIVE,plugins/gitiles/www.eclipse.org/usssdk
uml2/org.eclipse.uml2.test,ACTIVE,plugins/gitiles/uml2/org.eclipse.uml2.test
ajdt/org.eclipse.ajdt,ACTIVE,plugins/gitiles/ajdt/org.eclipse.ajdt
www.eclipse.org/nattable,ACTIVE,plugins/gitiles/www.eclipse.org/nattable
permissions/soa-dev,ACTIVE,plugins/gitiles/permissions/soa-dev
osbp/org.eclipse.osbp.xtext.statemachine,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.statemachine
emfclient/org.eclipse.emf.ecp.core,ACTIVE,plugins/gitiles/emfclient/org.eclipse.emf.ecp.core
permissions/context-dev,ACTIVE,plugins/gitiles/permissions/context-dev
permissions/duttile-dev,ACTIVE,plugins/gitiles/permissions/duttile-dev
permissions/egf-dev,ACTIVE,plugins/gitiles/permissions/egf-dev
chemclipse/org.eclipse.chemclipse.rtshifter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.rtshifter
www.eclipse.org/osbp,ACTIVE,plugins/gitiles/www.eclipse.org/osbp
pmf/org.eclipse.pmf,ACTIVE,plugins/gitiles/pmf/org.eclipse.pmf
keti/keti,ACTIVE,plugins/gitiles/keti/keti
recommenders.incubator/org.eclipse.recommenders.snipmatch.snippets,ACTIVE,plugins/gitiles/recommenders.incubator/org.eclipse.recommenders.snipmatch.snippets
ee4j/jakartaee-tck,ACTIVE,plugins/gitiles/ee4j/jakartaee-tck
www.eclipse.org/swtchart,ACTIVE,plugins/gitiles/www.eclipse.org/swtchart
www.eclipse.org/lyo,ACTIVE,plugins/gitiles/www.eclipse.org/lyo
permissions/bpmn2,ACTIVE,plugins/gitiles/permissions/bpmn2
statet/org.eclipse.statet-ltk,ACTIVE,plugins/gitiles/statet/org.eclipse.statet-ltk
www.eclipse.org/package-drone,ACTIVE,plugins/gitiles/www.eclipse.org/package-drone
www.eclipse.org/volttron,ACTIVE,plugins/gitiles/www.eclipse.org/volttron
www.eclipse.org/graphiti,ACTIVE,plugins/gitiles/www.eclipse.org/graphiti
virgo/org.eclipse.virgo.virgo-build,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.virgo-build
openk-platform/org.eclipse.openk.sourcesystem.mockupmeasurement,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.sourcesystem.mockupmeasurement
objectteams/org.eclipse.objectteams,ACTIVE,plugins/gitiles/objectteams/org.eclipse.objectteams
jakartaee-tck/jakartaee-tck,ACTIVE,plugins/gitiles/jakartaee-tck/jakartaee-tck
chemclipse/org.eclipse.chemclipse.identifiernist,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.identifiernist
cognicrypt/cognicrypt,ACTIVE,plugins/gitiles/cognicrypt/cognicrypt
tahu/tahu,ACTIVE,plugins/gitiles/tahu/tahu
tcf/org.eclipse.tcf.agent,ACTIVE,plugins/gitiles/tcf/org.eclipse.tcf.agent
openk-platform/org.eclipse.openk.domain.measurement,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.domain.measurement
www.eclipse.org/qvtd,ACTIVE,plugins/gitiles/www.eclipse.org/qvtd
osbp/org.eclipse.osbp.dsl.metadata.service,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.dsl.metadata.service
recommenders/org.eclipse.recommenders.snipmatch.snippets,ACTIVE,plugins/gitiles/recommenders/org.eclipse.recommenders.snipmatch.snippets
refactor/org.eclipse.emf.refactor.metrics,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.metrics
rap/incubator/org.eclipse.rap.incubator.nebula-grid,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.nebula-grid
datatools/org.eclipse.datatools,ACTIVE,plugins/gitiles/datatools/org.eclipse.datatools
permissions/collections-dev,ACTIVE,plugins/gitiles/permissions/collections-dev
titan/titan.ProtocolModules.XML_RPC,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.XML_RPC
facet/org.eclipse.emf.facet.dev,ACTIVE,plugins/gitiles/facet/org.eclipse.emf.facet.dev
www.eclipse.org/modeling/amalgam,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/amalgam
corrosion/corrosion,ACTIVE,plugins/gitiles/corrosion/corrosion
www.eclipse.org/ee4j/jta,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jta
titan/titan.ProtocolModules.5G_system_TS29508_Nsmf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29508_Nsmf_v15
mdmbl/org.eclipse.mdm.mdfsorter,ACTIVE,plugins/gitiles/mdmbl/org.eclipse.mdm.mdfsorter
rap/incubator/org.eclipse.rap.incubator.e4,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.e4
ee4j/servlet,ACTIVE,plugins/gitiles/ee4j/servlet
osbp/org.eclipse.osbp.vaaclipse,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.vaaclipse
osbp/org.eclipse.osbp.utils.themes.ui,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.utils.themes.ui
